sample_id,benchmark_split,sampling_stratum,sampling_weight,anchor_episode_id,anchor_award_notice_date,anchor_expected_end_date,anchor_buyer_siren,anchor_buyer_name,anchor_theme,anchor_duration_months,final_outcome,final_successor_episode_ids,final_confidence,final_evidence_urls,final_reason,reference_version
RV-088,LOCKED_TEST,CPV-72|buyer_id|duration_missing,3.7142857142857135,EP-363bf61e50c06eb8,2020-01-23,,261400931.0,CENTRE HOSPITALIER UNIVERSITAIRE,CPV-72,,OBSERVED_SUCCESSOR,"[""EP-31a82c9d37fe9d86""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:20-9483"", ""https://www.boamp.fr/pages/avis/?q=idweb:25-8260""]",Same buyer and a later procedure continuing support for the same Maincare software family integrated into the information system.,internship_v1.0
RV-090,LOCKED_TEST,CPV-32|buyer_id_missing|duration_missing,2.0,EP-e6caf620fb41b13c,2016-08-25,,,Seine-Maritime Numerique,CPV-32,,MULTIPLE_SUCCESSORS,"[""EP-86c9faeca01fdd7f"", ""EP-7c3d24a546e68d01"", ""EP-c6cf99e1fe50b923"", ""EP-5ea5d028454a1667""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-124075"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-74350"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-155792"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-64459"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-122753"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-125949"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-23479""]",The same Seine-Maritime Numérique buyer continued the FTTH deployment through several later geographic phases and an extension framework.,internship_v1.0
RV-092,LOCKED_TEST,CPV-72|buyer_id_missing|duration_missing,21.142857142857142,EP-6fe8d1fac9549609,2017-07-27,,,Syndicat d'Energies du Morbihan,CPV-72,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-20863"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-108254"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-184915"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-173579"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-147771""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-093,LOCKED_TEST,CPV-48|buyer_id_missing|duration,41.625,EP-1bf59427055ac414,2018-06-02,2022-06-02,,SDIS 44,CPV-48,48.0,OBSERVED_SUCCESSOR,"[""EP-dcc84ebf9a1123d1""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:18-6138"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-74291"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-17364"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-37710""]","Same SDIS 44 buyer and a later procedure with the same office-software supply, maintenance and associated-services need.",internship_v1.0
RV-094,LOCKED_TEST,CPV-48|buyer_id|duration,13.25,EP-a3bb1f9dffc39033,2017-08-26,2023-08-27,277200036.0,O.P.H LE MANS HABITAT,CPV-48,72.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-78018"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-81783"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-119803"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-99990"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-148475"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-56577""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-095,LOCKED_TEST,CPV-72|buyer_id_missing|duration,67.57142857142857,EP-fd634b8395d8eb80,2018-07-21,2020-07-21,,Saint-Brieuc Agglomération,CPV-72,24.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:18-25267"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-102656"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-61103"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-67301"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-73392""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-096,LOCKED_TEST,CPV-72|buyer_id|duration,27.714285714285715,EP-4c42a98a51dd42fb,2019-08-25,2023-08-25,224900019.0,Département de Maine-et-Loire,CPV-72,48.0,OBSERVED_SUCCESSOR,"[""EP-b2dd275d6df723c9""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-48030"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-109802"", ""https://www.boamp.fr/pages/avis/?q=idweb:25-38470"", ""https://www.boamp.fr/pages/avis/?q=idweb:25-67468""]",Same Maine-et-Loire department and a later procedure with the same Microsoft licences and online-services need.,internship_v1.0
RV-097,LOCKED_TEST,CPV-72|buyer_id|duration_missing,3.7142857142857135,EP-861c31513037f7b6,2020-01-31,,225300011.0,DEPARTEMENT DE LA MAYENNE,CPV-72,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:20-14658"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-169806"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-90833"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-131368"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-156348"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-169440"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-40392""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-099,LOCKED_TEST,CPV-32|buyer_id_missing|duration_missing,2.0,EP-4c4dafdfde8b8d09,2019-10-13,,,Département d'Ille et Vilaine,CPV-32,,OBSERVED_SUCCESSOR,"[""EP-924be67e100483d8""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-154648"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-77654""]",Same department and college network; the later procurement continues operation of the metropolitan telecommunications network.,internship_v1.0
RV-100,LOCKED_TEST,CPV-48|buyer_id_missing|duration_missing,14.125,EP-2972f3a7991e4b26,2020-01-06,,,SDIS49,CPV-48,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-141521"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-1320"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-144057"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-113261"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-170620"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-88388"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-140648""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-101,LOCKED_TEST,CPV-32|buyer_id_missing|duration,9.333333333333334,EP-6001ae6b973b99e6,2017-03-02,2020-03-02,,CentraleSupelec,CPV-32,36.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-179887"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-28422"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-84412"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-150421"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-150845"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-177422"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-11015"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-91122""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-102,LOCKED_TEST,CPV-48|buyer_id_missing|duration_missing,14.125,EP-11604a9023aacb35,2016-07-06,,,Ville de Rouen,CPV-48,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-131565"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-98893"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-40521"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-50365"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-188755"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-30400"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-23117""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-103,LOCKED_TEST,CPV-35|buyer_id_missing|duration,1.0,EP-eca417932afe9a59,2020-03-09,2021-03-10,,DEPARTEMENT DU CALVADOS,CPV-35,12.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-157805"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-35434"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-26346"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-71986"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-3828"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-49265""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-105,LOCKED_TEST,CPV-32|buyer_id_missing|duration,9.333333333333334,EP-1283b2bf7747d838,2017-07-01,2019-07-02,,Département des Côtes d'Armor,CPV-32,24.0,OBSERVED_SUCCESSOR,"[""EP-a90c2e3e614014da""]",MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-43574"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-85710"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-2856"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-74235""]",Same Côtes-d'Armor department and a later communications-infrastructure contract continuing maintenance and evolution of the telephony environment.,internship_v1.0
RV-106,LOCKED_TEST,CPV-72|buyer_id_missing|duration,67.57142857142857,EP-c7c689106275c52c,2015-10-14,2019-10-13,,Conseil Général du Calvados,CPV-72,47.967,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-82035"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-155885"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-8598"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-35324"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-83408"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-146086"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-11026""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-107,LOCKED_TEST,CPV-48|buyer_id|duration_missing,2.0,EP-c444c0eb82260685,2015-09-03,,212902324.0,Ville de Quimper,CPV-48,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:15-50651"", ""https://www.boamp.fr/pages/avis/?q=idweb:15-135049"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-12253"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-84144"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-109645""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-108,LOCKED_TEST,CPV-72|buyer_id_missing|duration_missing,21.142857142857142,EP-775db2d814d533c3,2017-07-24,,,Le Mans Métropole - Communauté Urbaine,CPV-72,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:17-40324"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-106008"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-27874"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-68688"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-26063"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-16534"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-14196""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-110,LOCKED_TEST,CPV-72|buyer_id_missing|duration,67.57142857142857,EP-b6b021f837dda6d4,2020-11-06,2021-11-07,,CCI de région Bretagne,CPV-72,12.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-181049"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-130567"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-146285"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-153572"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-119642"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-126918""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-111,LOCKED_TEST,CPV-32|buyer_id_missing|duration_missing,2.0,EP-4a7fc51d3a566d03,2016-10-20,,,INRIA,CPV-32,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-36253"", ""https://www.boamp.fr/pages/avis/?q=idweb:16-151800"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-106635"", ""https://www.boamp.fr/pages/avis/?q=idweb:18-159892"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-45130"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-118233"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-30068""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-113,LOCKED_TEST,CPV-48|buyer_id_missing|duration,41.625,EP-3ab4f7f14886ad86,2017-06-23,2021-06-23,,Cté d'Agglomération du Pays de Vannes,CPV-48,48.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-172321"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-858"", ""https://www.boamp.fr/pages/avis/?q=idweb:17-87426"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-79993"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-151139"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-69871"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-178"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-48805"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-109275""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-114,LOCKED_TEST,CPV-32|buyer_id_missing|duration,9.333333333333334,EP-c5dbe75a246e1eb7,2019-01-04,2021-01-04,,Brest métropole,CPV-32,23.984,OBSERVED_SUCCESSOR,"[""EP-61602762e94b15d4""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:18-126121"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-335"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-58440"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-78991"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-151258""]",Same buyer and a later framework for the same telecommunications-services need.,internship_v1.0
RV-115,LOCKED_TEST,CPV-32|buyer_id_missing|duration_missing,2.0,EP-1d7a072f7352ac7d,2016-05-14,,,Commune des Herbiers,CPV-32,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:16-68157"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-82963"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-85371"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-91352"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-124117"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-2051"", ""https://www.boamp.fr/pages/avis/?q=idweb:21-57020"", ""https://www.boamp.fr/pages/avis/?q=idweb:20-892""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-116,LOCKED_TEST,CPV-48|buyer_id|duration,13.25,EP-8997254e267a10d9,2019-02-16,2024-02-17,274900034.0,MAINE LOIRE HABITAT OFFICE PUB HABITAT,CPV-48,60.0,OBSERVED_SUCCESSOR,"[""EP-4b6003c67c4ce66a""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:18-101085"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-24293"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-72834"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-143704""]",Same buyer group and a later procurement with the same server hosting and managed-services need.,internship_v1.0
RV-117,LOCKED_TEST,CPV-35|buyer_id|duration,1.0,EP-901eb94042c4e9a0,2023-05-07,2024-05-07,193509361.0,Université de Rennes 1,CPV-35,12.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:22-165897"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-61919"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-177737"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-166095"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-136047"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-151348"", ""https://www.boamp.fr/pages/avis/?q=idweb:24-3108""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-118,LOCKED_TEST,CPV-32|buyer_id|duration,4.0,EP-b1eea7e2fd5459b4,2019-07-20,,130018559.0,GIP Vendée Numérique,CPV-32,144.0,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:18-26654"", ""https://www.boamp.fr/pages/avis/?q=idweb:19-111967"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-23385"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-140591"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-168680""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
RV-119,LOCKED_TEST,CPV-32|buyer_id_missing|duration,9.333333333333334,EP-a9b0cb511a30cb9f,2022-10-19,2023-04-20,,Ville de Vernon,CPV-32,6.0,OBSERVED_SUCCESSOR,"[""EP-dee7bbe13c438700""]",HIGH,"[""https://www.boamp.fr/pages/avis/?q=idweb:22-70224"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-138674"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-89021""]",The later group procurement explicitly includes Vernon and continues acquisition or extension of the municipal video-protection system.,internship_v1.0
RV-120,LOCKED_TEST,CPV-72|buyer_id|duration_missing,3.7142857142857135,EP-c43e3c1bc71270ca,2019-03-08,,200084952.0,CU AGL HAVRAISE CANT CRIQUETOT ESNEVAL,CPV-72,,NO_OBSERVED_SUCCESSOR_IN_SCOPE,[],MEDIUM,"[""https://www.boamp.fr/pages/avis/?q=idweb:19-35582"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-33033"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-36398"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-30968"", ""https://www.boamp.fr/pages/avis/?q=idweb:23-155981"", ""https://www.boamp.fr/pages/avis/?q=idweb:22-97563""]","No later episode in the supplied BOAMP review candidates matched both the buyer continuity and the anchor's specific functional need. The reviewed candidates concerned materially different procurements. This is a corpus-relative negative, not proof that no renewal occurred.",internship_v1.0
